No., Código Dpto.,CódigoMunicipio, Código Institución Educativa, Nombre,  Dirección,Ubicación en Mapa, Teléfono, Nombre Rector, Tipo Establecimiento, Sector, Zona, Jornadas, Niveles, Grados, Modelos Educativos,  Capacidades Excepcionales, Discapacidades, Idiomas, Número de Sedes, Estado, Calendario, Correo Electrónico
120,76,76520,376520000143,COLEGIO SAN JOSE DEL AVILA,Calle 23 # 25 - 33,"(3.520738, -76.297572)",3117691612-2757214,"MARIA TERESA MONTAÑA
 ALARCON",INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,MAÑANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA","-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,sanjosedelavila@gmail.com
121,76,76520,527652003011,JARDIN INFANTIL MATERNAL GARABATOS,Carrera 27 # 18 -33,"(3.517499, -76.299506)",2704344,VICTORIA EUGENIA ALVAREZ,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,,,1,CIERRE DEFINITIVO,B,
122,76,76520,376520003541,JARDIN INFANTIL MI EDAD FELIZ,Calle 36A # 45 - 15,"(3.53369, -76.31609)",3162524048,LILIANA ROSERO,CENTRO EDUCATIVO,NO OFICIAL,URBANA,"MAÑANA,TARDE",PREESCOLAR,-3,EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,auliroc@hotmail.es
123,76,76520,376520006206,LICEO INFANTIL EL MUNDO DE LOS JUGUETES,"Calle 37A, Carrera 42 ESQ","(3.534573, -76.312832)",2808632,ROSARIO DIAZ,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,,,1,CIERRE DEFINITIVO,B,
124,76,76520,376520006192,LICEO JARDÍN BACHILLERATO,Carrera 29 # 25 - 24,"(3.523025, -76.300381)",2872658-3174419712,"MARGARITA MARIA DURAN
 VAHOS",INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,MAÑANA,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA","-3,-2,-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,CAPACIDADES EXCEPCIONALES,DI-COGNITIVO,INGLÉS,1,ANTIGUO-ACTIVO,A,liceogardenhighschool@hotmail.com
125,76,76520,376520005790,COLEGIO BASIS,Calle 29 # 31 - 63,"(3.526533, -76.302257)",2718331-3174406102,"PAULA ANDREA GARCIA
 MARTINEZ",CENTRO EDUCATIVO,NO OFICIAL,URBANA,"MAÑANA,TARDE","MEDIA,BÁSICA SECUNDARIA","23,24,25,26","PROGRAMA PARA JÓVENES EN 

EXTRAEDAD Y ADULTOS",,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,OTRO,colegiobasis1997@hotmail.com
126,76,76520,476520006570,CENTRO EDUCATIVO LA PRESENTACION,CORREG LA BUITRERA,"(3.483445, -76.209751)",2682711,MARIA ELENA PINZON,CENTRO EDUCATIVO,NO OFICIAL,RURAL,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,A,celapresentacion@hotmail.com
127,76,76520,376520001476,COLEGIO EL DIVINO ECCE HOMO,Calle 23 # 28 - 25,"(3.521002, -76.300011)",272 20 83 cel 3103747634,LILIANA DEVIA ESCOBAR,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,"MAÑANA,TARDE","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,CAPACIDADES EXCEPCIONALES,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,A,lian0416@hotmail.com
128,76,76520,376520006729,CENTRO EDUCATIVO PEQUEÑOS EXPLORADORES,Carrera 32 # 32 - 83,"(3.530017, -76.30211)",2813901,AYDA GARCIA VARGAS,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,PREESCOLAR,-3,EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,
129,76,76520,376520007636,JARDIN INFANTIL LUCECITAS,Calle 43A # 1 - 28,"(3.539465, -76.277691)",2872173-3152356331,LUZ AYDEE RODRIGUEZ REYES,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,A,aydeero6@hotmail.com
130,76,76520,376520007695,CENTRO DE ESTIMULACION Y JARDIN INFANTIL DE GOGI,Calle 30 # 17 - 31,"(3.525828, -76.289871)",2849132-3044605489,"MARYURY ESCOBAR 
ANDRADE",CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,B,andrade1322@yahoo.com
131,76,76520,176520007467,COLEGIO COMERCIAL DE PALMIRA O.E.T.H,Calle 32 # 29 - 39,"(3.528988, -76.299788)",2702030-2702552,"LUIS ANGEL TENORIO 
HERRERA",INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,MAÑANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,B,colcomercialoeth@hotmail.com
132,76,76520,376520007580,COLEGIO LA ANUNCIACIÓN,Calle 27 # 29 - 60,"(3.524623, -76.300626)",3148864303,"HNA. LUZ OMAIRA REYES 
MARTINEZ",CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,PRIMERA INFANCIA",-6,EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,A,
133,76,76520,376520006681,THE ENGLISH ACADEMY KINDERGARDEN EL RECREO,Calle 22 # 27 - 41,"(3.520183, -76.299424)",3152987821-2725435,LUIS ALBERTO SANCLEMENTE,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,,,1,CIERRE DEFINITIVO,B,englishacademy2003ayahoo.com
134,76,76520,376520005153,JARDIN INFANTIL MUNDO DE SUEÑOS,Carrera 25 # 20 - 20,"(3.518553, -76.297566)",2710622,MARTHA ISABEL ZUÑIGA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,MAÑANA,PREESCOLAR,-3,EDUCACIÓN TRADICIONAL,,NO APLICA,,1,ANTIGUO-ACTIVO,B,
135,76,76520,376520006168,CENTRO EDUCATIVO SENDERO DEL SABER,Calle 55A # 42 -  66,"(3.54727, -76.313463)",2740181,GLORIA INES BERMUDEZ,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,,,1,CIERRE DEFINITIVO,B,
136,76,76520,376520007211,CENTRO DE ESTUDIOS OCUPACIONALES CEO,Carrera 28 # 31 - 57,"(3.528387, -76.298661)",2714637-31832477303,LIBANIEL MEJIA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,"MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA","MEDIA,BÁSICA SECUNDARIA","23,24,25,26","PROGRAMA PARA JÓVENES EN
EXTRAEDAD Y ADULTOS",,,,1,ANTIGUO-ACTIVO,B,laacademiaceopalmira@hotmail.com.ar
137,76,76520,376520006214,LICEO LLANO GRANDE,Calle 47A # 46A - 05,"(3.54266, -76.318124)",3173573268,MONICA AGUDELO GONZALEZ,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,
138,76,76520,376520006125,LICEO PSICOPEDAGÓGICO SUPERIOR,Calle 53 # 29 - 62,"(3.546728, -76.297506)",2751878-3148559483,MARIBEL GIRON,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,MAÑANA,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,NO APLICA,"INGLÉS,FRANCES",1,ANTIGUO-ACTIVO,B,maribelgironescobar76@hotmail.com
139,76,76520,376520006354,LICEO INFANTIL YEAMEL,Calle 38A # 40 - 18,"(3.535563, -76.310611)",2708822,"PAOLA ANDREA LUNA 
VALENCIA",CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,NO APLICA,INGLÉS,1,CIERRE TEMPORAL,B,
140,76,76520,376520005536,COLEGIO BAUTISTA EBENEZER,Carrera 28 # 32 - 119,"(3.529738, -76.298455)",2722939-3186931842,"FRANCY ESTELLA ORREGO
 DAVILA",INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,A,iglesiabautistapalmira@gmail.com
141,76,76520,376520006532,INSTITUTO ISEE,Calle 33 # 25 - 49,"(3.530018, -76.296199)",2724166-2757664-3174775697,SONIA HERNANDEZ PIÑEROS,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,"MAÑANA,NOCTURNA,FIN DE SEMANA","MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN 
EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,colegioisee@gmail.com
142,76,76520,376520006257,COLEGIO LOS ROBLES,VIA TIENDA NUEVA,"(3.556518, -76.234557)",2735296,MIRIAM INES GOMEZ,INSTITUCION EDUCATIVA,NO OFICIAL,RURAL,,,,,,"DI-COGNITIVO
,SORDERA PROFUNDA",INGLÉS,1,CIERRE DEFINITIVO,B,
143,76,76520,376520006419,INSTITUTO NACER AMERICANO,Calle 65 # 28 - 124,"(3.552727, -76.294619)",2744749,MARIOANGEL MELO,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,,,,,,,,1,CIERRE DEFINITIVO,B,fundamor18@hotmail.com
144,76,76520,376520007261,COLEGIO LOS ALPES DE LLANO GRANDE,Carrera 45A # 52 - 04,"(3.545042, -76.317126)",3157940223-2744928,LUZ BIANNEY MARTINEZ,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,NUEVO-ACTIVO,B,colosalpes@hotmail.com
145,76,76520,376520005331,COLEGIO LIRIO DE LOS VALLES,Carrera 15 # 36 - 70,"(3.532834, -76.287368)",2865975,KELLY JHOVANNA ARREDONDO,CENTRO EDUCATIVO,NO OFICIAL,URBANA,MAÑANA,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,col_liriodelosvalles@hotmail.com
146,76,76520,376520003932,CORPORACION EDUCATIVA ADVENTISTA CEA,Calle 31 # 19 - 10,"(3.526983, -76.291319)",2815201 -3162505521,ALEXANDRA JARAMILLO TRIANA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,"MAÑANA,TARDE","PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,A,ceapal@hotmail.com
147,76,76520,376520003398,COLEGIO SANTO TOMAS,CALLE 31 # 23 - 33,"(3.527498, -76.294895)",2734197-2876161,FANNY LEONOR AGUAS,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,SORDERA PROFUNDA,SÍNDROME DE DOWN,HIPOACUSIA O BAJA AUDICIÓN",INGLÉS,1,ANTIGUO-ACTIVO,B,leoaguas@hotmail.com
148,76,76520,476520003791,COLEGIO SANTA TERESITA DE ROZO,CORREG ROZO,"(3.614689, -76.387412)",2685028,MARIA LUDIN POSSO DIAZ,INSTITUCION EDUCATIVA,NO OFICIAL,RURAL,"MAÑANA,TARDE","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SORDERA PROFUNDA,HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,B,maysteffy2003@hotmail.com
150,76,76520,376520006281,JARDIN INFANTIL MIS AÑOS MARAVILLOSOS,"Carrera 39, CL 35","(3.533069, -76.308901)",2724354,HILDA INES MAPURA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,NO APLICA,,1,CIERRE TEMPORAL,B,
151,76,76520,376520005170,COLEGIO COMERCIAL MIXTO INCANOF,Calle 27 # 29 - 57,"(3.52461, -76.300619)",2727751 - 2708128-3133776685,"FAISURY AMPARO 
MARMOLEJO COLLAZOS",INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,"MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN P104EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,A,incanof@hotmail.com
152,76,76520,376520005072,JARDIN INFANTIL CARACOLITOS,Carrera 22 # 38 - 59,"(3.53458, -76.292775)",2734442-3166419897,CAROLINA SANCHEZ,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,PRIMERA INFANCIA",-6,EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,sagrado1968@hotmail.com
153,76,76520,376520006141,CENTRO EDUCATIVO PARA JOVENES Y ADULTOS PALMIRA,Calle 27 # 28 - 33,"(3.524459, -76.299569)",3016785768-922722897,"MARY LUZ CHAVEZ 
HERNANDEZ",CENTRO EDUCATIVO,NO OFICIAL,URBANA,"MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA","MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN
 EXTRAEDAD Y ADULTOS",NO APLICA,NO APLICA,INGLÉS,1,NUEVO-ACTIVO,OTRO,cejap2008@hotmail.com
154,76,76520,376520007512,LICEO SUPERIOR PALMIRA,Carrera 26 # 32 - 16,"(3.528689, -76.296803)",2753295,"SANDRA MILENA RAMÍREZ
 CAMPO",CENTRO EDUCATIVO,NO OFICIAL,URBANA,MAÑANA,"PREESCOLAR,BÁSICA PRIMARIA,PRIMERA INFANCIA","-3,-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,B,sami12553@hotmail.com
155,76,76520,376520007563,LICEO CASTILLO DEL SABER,Carrera 31 # 45 - 07,"(3.540449, -76.299549)",2751847-3183128297,"SANDRA MILENA PEREZ 
TANGRIFE",CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,PRIMERA INFANCIA",-6,EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,A,liceocastillodelsaber@hotmail.com
156,76,76520,376520006516,LICEO BILINGUE ABRAHAM LINCOLN,Carrera 42E # 46 - 32,"(3.541886, -76.314552)",2722367,NEYDA RUIZ CAMILO,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,NO APLICA,INGLÉS,1,CIERRE DEFINITIVO,B,
157,76,76520,376520006371,GIMNASIO NIÑOS DEL FUTURO,Carrera 27 # 21 - 13,"(3.519505, -76.299183)",2725794,ANA JOSEFA ALVARADO,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,,,1,CIERRE TEMPORAL,B,
158,76,76520,376520003479,LICEO DEL VALLE,Carrera 30 # 27 - 44,"(3.525031, -76.301114)",2709186-3175425915,"BERTHA MABEL VASQUEZ 
DUSSAN",INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,MAÑANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,liceodelvalle.edu@gmail.com
159,76,76520,376520006150,LICEO PSICOPEDAGOGICO CREATIVOS,Carrera 42E # 52 - 07,"(3.545259, -76.314646)",3153937345-2851840,MARTHA ISABEL GIL ARCE,CENTRO EDUCATIVO,NO OFICIAL,URBANA,MAÑANA,"PREESCOLAR,BÁSICA PRIMARIA,PRIMERA INFANCIA","-3,-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,A,hafer0578@hotmail.com
160,76,76520,376520002456,COLEGIO SANTA INES CAMPESTRE,Carrera 1 # 21 - 38,"(3.519015, -76.277906)",3164810275-2816007 ext 101 - 2872121,MARIA DIENY LOPEZ VELASCO,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,"MAÑANA,COMPLETA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,colegiosantainescampestrepal@Hotmail.com
161,76,76520,376520006443,INSTITUTO NACIONAL DE TECNOLGIA EMPRESARIAL INTE,Calle 31 # 24 - 23,"(3.527562, -76.295655)",2702768-2869696 3164067283,CESAR AUGUSTO MOLINA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,"MAÑANA,TARDE,FIN DE SEMANA","MEDIA,BÁSICA SECUNDARIA","23,24,25,26","PROGRAMA PARA JÓVENES EN 
EXTRAEDAD Y ADULTOS",,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,OTRO,direccingeneral@inte.edu.co
162,76,76520,527652008001,LICEO MIXTO VILLA MERCERDES,Carrera 7R # 93 - 37,"(3.454414, -76.474601)",6637895,MARIA ISABEL GONZALEZ GIL,CENTRO EDUCATIVO,NO OFICIAL,RURAL,,,,,,,,1,CIERRE DEFINITIVO,B,Orozcorojas@latinmail.com
163,76,76520,376520001514,LICEO MONTESSORI,Calle 54 # DG 28B - 28,"(3.546093, -76.292988)",2748535-3006206100,ALEXANDER MOSQUERA QUINTERO,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,secre.academica@liceomontessoripalmira.edu.co
164,76,76520,376520005498,LICEO LA ENSEÑANZA,Calle 65 # 26 - 132,"(3.551177, -76.290161)",2725600-3156504970,MARIA MERCEDES RAFFO,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,"MAÑANA,TARDE","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,liceolaensenanza@hotmail.com joramirez1203@hotmail.com
165,76,76520,376520006664,CENTRO EDUCATIVO DIOS ES AMOR,Calle 46A # 30 - 16,"(3.541755, -76.29832)",2744379,DERLY MILENA MARIN,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,PREESCOLAR,-3,EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,
166,76,76520,376520007072,CENTRO EDUCATIVO ILAMA,Calle 46A # 45A - 28,"(3.541886, -76.317326)",2753925,MARIA LORENA GARCIA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,DI-COGNITIVO,INGLÉS,1,CIERRE DEFINITIVO,B,
167,76,76520,376520003088,COLEGIO CAMILO TORRES,Calle 30 # 17 - 32,"(3.525828, -76.289866)",2711873-3136514854,"MARIA TERESA BOLAÑOS
 ZUÑIGA",INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,"MAÑANA,TARDE","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,A,colegioct@hotmail.com
168,76,76520,376520006435,LICEO CRISTIANO LEMUEL,Carrera 27 # 47 - 29,"(3.542537, -76.295419)",2740307,ARTURO GOMEZ,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,,,,,,,,1,CIERRE DEFINITIVO,B,argomez@uniweb.net.co
169,76,76520,376520006231,LICEO INFANTIL EL PAIS DE LAS MARAVILLAS,Carrera 31 # 45 - 07,"(3.540347, -76.299552)",2751847,"JAVIER HUMBERTO BARRERAS 
CARDONA",CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,NO APLICA,INGLÉS,1,CIERRE TEMPORAL,B,jjaviband@hotmail.com
170,76,76520,376520006087,LICEO SAN FRANCISCO DE ASIS SAS,Calle 65 # 28 - 200,"(3.553571, -76.296118)",2704023,PATRICIA JARAMILLO MOLINA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,A,carbrahe2929@hotmail.com
171,76,76520,376520000216,SEMINARIO DE CRISTO SACERDOTE,Calle 42 # 19 - 21,"(3.54042, -76.290096)",2711228,PBRO. JOHN FREDY GONZÁLEZ MARÍN,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,NO APLICA,,1,ANTIGUO-ACTIVO,B,seminario@seminariopalmira.edu.co
172,76,76520,376520007172,LICEO LA MAGIA DE CREAR,Calle 32A # 25 - 36,"(3.529254, -76.296169)",2724612,CLAUDIA HURTADO,CENTRO EDUCATIVO,NO OFICIAL,URBANA,MAÑANA,PREESCOLAR,-3,EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,B,
173,76,76520,376520006541,INSTITUCION EDUCATIVA FUNDACIÓN HOGAR EL DIVINO NIÑO,Calle 47 # 37 - 45,"(3.542552, -76.309666)",2719599,"LUIS CARLOS GONZALEZ 
GOMEZ",INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,,,,,,NO APLICA,INGLÉS,1,CIERRE TEMPORAL,B,
174,76,76520,376520007112,JARDIN INFANTIL EL MUNDO DE LOS NIÑOS,Carrera 5 # 27 - 23,"(3.521953, -76.280839)",2737416  3004260504,LUZ VIANNEY PLATA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,MAÑANA,"PREESCOLAR,PRIMERA INFANCIA",-6,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,B,luzvi1762@hotmail.com
175,76,76520,376520005871,COLEGIO PSICOPEDAGOGICO DEL VALLE,Calle 31 # 17 - 56,"(3.526821, -76.289952)",2864043-3168744116,JULIETA MENDEZ ESCOBAR,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,NO APLICA,INGLÉS,1,ANTIGUO-ACTIVO,B,anitaes_art@hotmail.com
176,76,76520,527652008004,LICEO LA ESPERANZA,Carrera 14 # 103 - 23 Ciudad del Campo,"(3.454885, -76.469782)",2800129,ANA LUCIA VALENCIA ROSERO,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,"SV-BAJA VISIÓN

,SV-CEGUERA",,1,CIERRE DEFINITIVO,B,
177,76,76520,376520003681,COLEGIO COOPERATIVO CHAMPAGNAT,Carrera 27 # 25 - 45,"(3.522889, -76.2987)",2735748-27323464,NELSON ARTURO DIAZ NIETO,CENTRO EDUCATIVO,NO OFICIAL,URBANA,,,,,,,,1,CIERRE DEFINITIVO,B,coochampagnat@uniweb.net.co
178,76,76520,476520006324,COLEGIO BILINGÜE SAN JOSE CAMPESTRE,Carrera 3 # 1 - 24 Via Tienda Nueva,"(3.547895, -76.260268)",2745110-3175134107,ELBER MARIN COTRINO,INSTITUCION EDUCATIVA,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,NO APLICA,"INGLÉS,ALEMAN",1,ANTIGUO-ACTIVO,B,rectoria@sanjosebilingue.edu.co
179,76,76520,376520004483,JARDIN TALLER MANITAS ALEGRES,Carrera 26 # 33 - 46,"(3.530434, -76.296617)",2724146 3174790924,DIOSELINA GONZALEZ ARANA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,PRIMERA INFANCIA",-6,"PREESCOLAR NO ESCOLARIZADO / SEMIESCOLARIZADO, EDUCACIÓN TRADICIONAL",,"SÍNDROME 
DE DOWN",INGLÉS,1,ANTIGUO-ACTIVO,B,jamagres85@hotmail.com
180,76,76520,376520007539,LICEO PEDAGOGICO EXPLORADORES DEL SABER,Calle 9D # 25 - 157,"(3.507967, -76.299159)",3167915135-3163197764,LESLY JANE BURITICA BURITICA,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA,PRIMERA INFANCIA","-3,-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,A,lamaja258@hotmail.com
181,76,76520,376520007733,LICEO CREATIVO MIS GRANDES SUEÑOS,Calle 31 # 32 - 67,"(3.528554, -76.302861)",3185988307-2859576,"LEDYS ANELA YESQUEN 
VALLECILLA",CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,B,cielitocumpleel27@hotmail.com
182,76,76520,376520007415,COLEGIO FORJADORES DE SABIDURIA,Calle 20 # 24A - 25,"(3.528554, -76.302861)",3106574289,NURY USECHE BELTRAN,CENTRO EDUCATIVO,NO OFICIAL,URBANA,COMPLETA,"PREESCOLAR,BÁSICA PRIMARIA,PRIMERA INFANCIA","-3,-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,A,forjadores20@hotmail.com miryamcita1207@hotmail.com
